total_reward,steps_river,num_steps,counts_0miss,counts_1miss,counts_2miss,counts_3miss,wall_clock_time
-187.0,24.0,72.0,12.0,20.0,29.0,11.0,2.004002094268799
-260.0,24.0,145.0,21.0,47.0,61.0,16.0,4.202007055282593
97.0,0.0,4.0,1.0,2.0,0.0,1.0,0.11818480491638184
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.06010699272155762
100.0,0.0,1.0,0.0,1.0,0.0,0.0,0.029244184494018555
98.0,0.0,3.0,1.0,1.0,1.0,0.0,0.08779525756835938
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05876302719116211
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.059921979904174805
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05921602249145508
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05918097496032715
99.0,0.0,2.0,1.0,1.0,0.0,0.0,0.05803990364074707
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.060072898864746094
92.0,0.0,9.0,1.0,6.0,2.0,0.0,0.2657918930053711
97.0,0.0,4.0,0.0,0.0,3.0,1.0,0.12048101425170898
95.0,0.0,6.0,2.0,2.0,2.0,0.0,0.17644405364990234
100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.030810832977294922
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.059552907943725586
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05960798263549805
98.0,0.0,3.0,0.0,0.0,3.0,0.0,0.08953714370727539
93.0,0.0,8.0,1.0,2.0,5.0,0.0,0.23821473121643066
91.0,0.0,10.0,2.0,6.0,1.0,1.0,0.2963829040527344
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05899620056152344
86.0,0.0,15.0,0.0,8.0,6.0,1.0,0.44666528701782227
98.0,0.0,3.0,0.0,2.0,1.0,0.0,0.08864712715148926
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.059903860092163086
92.0,0.0,9.0,1.0,2.0,3.0,3.0,0.26888084411621094
86.0,0.0,15.0,2.0,6.0,6.0,1.0,0.4440462589263916
100.0,0.0,1.0,0.0,1.0,0.0,0.0,0.029614925384521484
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0594937801361084
97.0,0.0,4.0,0.0,2.0,2.0,0.0,0.11797904968261719
99.0,0.0,2.0,1.0,1.0,0.0,0.0,0.057915687561035156
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05957198143005371
100.0,0.0,1.0,0.0,1.0,0.0,0.0,0.029563188552856445
99.0,0.0,2.0,1.0,0.0,1.0,0.0,0.058473825454711914
98.0,0.0,3.0,1.0,1.0,1.0,0.0,0.08816218376159668
98.0,0.0,3.0,0.0,3.0,0.0,0.0,0.08873987197875977
96.0,0.0,5.0,2.0,1.0,2.0,0.0,0.14654088020324707
97.0,0.0,4.0,0.0,3.0,1.0,0.0,0.11778402328491211
98.0,0.0,3.0,0.0,1.0,1.0,1.0,0.09087681770324707
97.0,0.0,4.0,0.0,1.0,2.0,1.0,0.12012290954589844
97.0,0.0,4.0,0.0,1.0,2.0,1.0,0.12033295631408691
99.0,0.0,2.0,0.0,0.0,0.0,2.0,0.06159830093383789
98.0,0.0,3.0,0.0,1.0,1.0,1.0,0.09064197540283203
93.0,0.0,8.0,0.0,3.0,2.0,3.0,0.2416682243347168
95.0,0.0,6.0,1.0,3.0,2.0,0.0,0.17815518379211426
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.06024289131164551
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0608830451965332
98.0,0.0,3.0,0.0,3.0,0.0,0.0,0.08843398094177246
95.0,0.0,6.0,3.0,1.0,1.0,1.0,0.17728018760681152
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.06062817573547363
97.0,0.0,4.0,1.0,1.0,1.0,1.0,0.1194770336151123
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0609593391418457
98.0,0.0,3.0,0.0,1.0,1.0,1.0,0.09034490585327148
99.0,0.0,2.0,0.0,2.0,0.0,0.0,0.05906105041503906
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05889487266540527
98.0,0.0,3.0,0.0,1.0,2.0,0.0,0.09020733833312988
97.0,0.0,4.0,1.0,2.0,1.0,0.0,0.11730694770812988
1.0,8.0,28.0,2.0,18.0,5.0,3.0,0.8347511291503906
98.0,0.0,3.0,0.0,1.0,2.0,0.0,0.08903908729553223
95.0,0.0,6.0,1.0,4.0,1.0,0.0,0.17739295959472656
92.0,0.0,9.0,0.0,5.0,3.0,1.0,0.2689242362976074
99.0,0.0,2.0,0.0,0.0,0.0,2.0,0.062383174896240234
99.0,0.0,2.0,1.0,1.0,0.0,0.0,0.05894613265991211
96.0,0.0,5.0,0.0,3.0,2.0,0.0,0.14820289611816406
98.0,0.0,3.0,0.0,3.0,0.0,0.0,0.08988285064697266
100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03115105628967285
100.0,0.0,1.0,0.0,1.0,0.0,0.0,0.029725074768066406
83.0,0.0,18.0,4.0,7.0,6.0,1.0,0.5350069999694824
99.0,0.0,2.0,2.0,0.0,0.0,0.0,0.05758309364318848
64.0,2.0,19.0,0.0,6.0,7.0,6.0,0.5723967552185059
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05979514122009277
98.0,0.0,3.0,1.0,0.0,1.0,1.0,0.08929896354675293
100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.028955936431884766
99.0,0.0,2.0,0.0,2.0,0.0,0.0,0.05970501899719238
98.0,0.0,3.0,0.0,0.0,3.0,0.0,0.08969688415527344
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.06048774719238281
98.0,0.0,3.0,1.0,1.0,0.0,1.0,0.08906435966491699
99.0,0.0,2.0,1.0,0.0,1.0,0.0,0.059185028076171875
99.0,0.0,2.0,1.0,1.0,0.0,0.0,0.058950185775756836
99.0,0.0,2.0,0.0,0.0,2.0,0.0,0.060353755950927734
99.0,0.0,2.0,0.0,0.0,2.0,0.0,0.060398101806640625
98.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0915379524230957
97.0,0.0,4.0,0.0,0.0,3.0,1.0,0.12139320373535156
98.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0890340805053711
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05975222587585449
96.0,0.0,5.0,0.0,1.0,4.0,0.0,0.14995598793029785
96.0,0.0,5.0,0.0,3.0,1.0,1.0,0.14880585670471191
100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.030260801315307617
98.0,0.0,3.0,0.0,1.0,2.0,0.0,0.08977413177490234
96.0,0.0,5.0,0.0,2.0,1.0,2.0,0.1503159999847412
100.0,0.0,1.0,0.0,1.0,0.0,0.0,0.02982497215270996
98.0,0.0,3.0,0.0,1.0,2.0,0.0,0.09006404876708984
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.059523820877075195
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05935478210449219
98.0,0.0,3.0,0.0,2.0,1.0,0.0,0.08904075622558594
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.061287879943847656
31.0,6.0,16.0,3.0,3.0,5.0,5.0,0.4808990955352783
99.0,0.0,2.0,0.0,2.0,0.0,0.0,0.05916786193847656
94.0,0.0,7.0,0.0,0.0,6.0,1.0,0.21174097061157227
92.0,0.0,9.0,2.0,3.0,3.0,1.0,0.27007102966308594
95.0,0.0,6.0,0.0,3.0,2.0,1.0,0.18104100227355957
97.0,0.0,4.0,0.0,2.0,1.0,1.0,0.12052416801452637
98.0,0.0,3.0,1.0,1.0,1.0,0.0,0.08822202682495117
99.0,0.0,2.0,0.0,0.0,2.0,0.0,0.06077718734741211
99.0,0.0,2.0,0.0,0.0,2.0,0.0,0.06028103828430176
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.060621023178100586
100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.029972076416015625
91.0,0.0,10.0,2.0,4.0,4.0,0.0,0.29699206352233887
97.0,0.0,4.0,0.0,0.0,3.0,1.0,0.12123608589172363
95.0,0.0,6.0,0.0,4.0,1.0,1.0,0.1821441650390625
98.0,0.0,3.0,0.0,0.0,3.0,0.0,0.09080791473388672
97.0,0.0,4.0,1.0,2.0,0.0,1.0,0.12051105499267578
100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03114175796508789
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05939888954162598
99.0,0.0,2.0,0.0,2.0,0.0,0.0,0.05949687957763672
99.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0590970516204834
99.0,0.0,2.0,0.0,0.0,2.0,0.0,0.06099987030029297
99.0,0.0,2.0,1.0,0.0,1.0,0.0,0.05903196334838867
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.060294151306152344
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.060660362243652344
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.06117415428161621
99.0,0.0,2.0,0.0,2.0,0.0,0.0,0.060276031494140625
66.0,2.0,17.0,4.0,5.0,6.0,2.0,0.5051431655883789
100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.028881311416625977
100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.029525041580200195
99.0,0.0,2.0,2.0,0.0,0.0,0.0,0.05802488327026367
93.0,0.0,8.0,0.0,4.0,4.0,0.0,0.23910093307495117
98.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0885460376739502
93.0,0.0,8.0,0.0,1.0,6.0,1.0,0.24062490463256836
99.0,0.0,2.0,1.0,0.0,1.0,0.0,0.05918002128601074
99.0,0.0,2.0,0.0,0.0,2.0,0.0,0.05988192558288574
99.0,0.0,2.0,0.0,2.0,0.0,0.0,0.05900073051452637
100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.02891087532043457
98.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0922544002532959
93.0,0.0,8.0,2.0,2.0,4.0,0.0,0.23830604553222656
98.0,0.0,3.0,0.0,2.0,1.0,0.0,0.09107398986816406
96.0,0.0,5.0,0.0,3.0,1.0,1.0,0.1498241424560547
99.0,0.0,2.0,0.0,0.0,2.0,0.0,0.06019783020019531
99.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0602571964263916
94.0,0.0,7.0,0.0,2.0,4.0,1.0,0.2097148895263672
98.0,0.0,3.0,0.0,1.0,2.0,0.0,0.09046101570129395
92.0,0.0,9.0,2.0,1.0,4.0,2.0,0.2701871395111084
89.0,0.0,12.0,0.0,6.0,5.0,1.0,0.35978078842163086
100.0,0.0,1.0,0.0,1.0,0.0,0.0,0.029866933822631836
98.0,0.0,3.0,0.0,1.0,2.0,0.0,0.08921408653259277
94.0,0.0,7.0,3.0,1.0,2.0,1.0,0.2083592414855957
100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.03034687042236328
96.0,0.0,5.0,1.0,2.0,2.0,0.0,0.14803314208984375
99.0,0.0,2.0,1.0,1.0,0.0,0.0,0.05928325653076172
98.0,0.0,3.0,1.0,0.0,2.0,0.0,0.08924317359924316
98.0,0.0,3.0,0.0,0.0,3.0,0.0,0.09057283401489258
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.06003618240356445
98.0,0.0,3.0,0.0,0.0,2.0,1.0,0.09170985221862793
95.0,0.0,6.0,1.0,0.0,3.0,2.0,0.18030571937561035
91.0,0.0,10.0,2.0,6.0,2.0,0.0,0.2958641052246094
98.0,0.0,3.0,0.0,0.0,3.0,0.0,0.09118509292602539
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.061029911041259766
98.0,0.0,3.0,0.0,1.0,1.0,1.0,0.09029078483581543
100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.029909133911132812
100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.030002832412719727
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.06133103370666504
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05974698066711426
99.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0599827766418457
98.0,0.0,3.0,0.0,3.0,0.0,0.0,0.08870387077331543
99.0,0.0,2.0,1.0,0.0,0.0,1.0,0.06017780303955078
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.06175494194030762
98.0,0.0,3.0,0.0,1.0,1.0,1.0,0.09013891220092773
99.0,0.0,2.0,0.0,2.0,0.0,0.0,0.059275150299072266
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.060585975646972656
99.0,0.0,2.0,0.0,0.0,2.0,0.0,0.060300588607788086
98.0,0.0,3.0,0.0,1.0,2.0,0.0,0.09005904197692871
97.0,0.0,4.0,0.0,4.0,0.0,0.0,0.11858606338500977
97.0,0.0,4.0,0.0,2.0,2.0,0.0,0.1204230785369873
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.06083202362060547
99.0,0.0,2.0,1.0,1.0,0.0,0.0,0.058287858963012695
99.0,0.0,2.0,1.0,0.0,1.0,0.0,0.05847287178039551
99.0,0.0,2.0,0.0,2.0,0.0,0.0,0.05942726135253906
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.06137824058532715
99.0,0.0,2.0,1.0,1.0,0.0,0.0,0.058776140213012695
100.0,0.0,1.0,0.0,1.0,0.0,0.0,0.029528141021728516
99.0,0.0,2.0,0.0,2.0,0.0,0.0,0.05921506881713867
98.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0884087085723877
99.0,0.0,2.0,1.0,0.0,0.0,1.0,0.06081724166870117
95.0,0.0,6.0,1.0,1.0,3.0,1.0,0.179764986038208
94.0,0.0,7.0,0.0,2.0,4.0,1.0,0.21189188957214355
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05981278419494629
97.0,0.0,4.0,0.0,1.0,3.0,0.0,0.12033414840698242
99.0,0.0,2.0,0.0,2.0,0.0,0.0,0.059484243392944336
98.0,0.0,3.0,0.0,2.0,0.0,1.0,0.09044814109802246
99.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0587007999420166
99.0,0.0,2.0,1.0,0.0,1.0,0.0,0.05941414833068848
98.0,0.0,3.0,1.0,0.0,2.0,0.0,0.08960103988647461
99.0,0.0,2.0,1.0,1.0,0.0,0.0,0.05888628959655762
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05975198745727539
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.06035113334655762
99.0,0.0,2.0,1.0,0.0,1.0,0.0,0.06035876274108887
99.0,0.0,2.0,1.0,0.0,1.0,0.0,0.05956315994262695
98.0,0.0,3.0,1.0,0.0,1.0,1.0,0.09021210670471191
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.06292104721069336
95.0,0.0,6.0,2.0,3.0,0.0,1.0,0.18023085594177246
100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03101205825805664
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.059412240982055664
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05958390235900879
98.0,0.0,3.0,0.0,0.0,2.0,1.0,0.09139680862426758
94.0,0.0,7.0,1.0,1.0,4.0,1.0,0.2256300449371338
96.0,0.0,5.0,1.0,2.0,1.0,1.0,0.15133023262023926
99.0,0.0,2.0,1.0,0.0,0.0,1.0,0.06025862693786621
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.059912919998168945
98.0,0.0,3.0,1.0,2.0,0.0,0.0,0.08968615531921387
83.0,1.0,9.0,1.0,4.0,3.0,1.0,0.27001023292541504
100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.030937910079956055
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.06100273132324219
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.06076383590698242
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.06121492385864258
100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.02991199493408203
97.0,0.0,4.0,1.0,1.0,2.0,0.0,0.12391400337219238
98.0,0.0,3.0,1.0,1.0,1.0,0.0,0.08928298950195312
99.0,0.0,2.0,1.0,0.0,1.0,0.0,0.05960392951965332
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.06186795234680176
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.062040090560913086
98.0,0.0,3.0,1.0,2.0,0.0,0.0,0.08921980857849121
99.0,0.0,2.0,0.0,0.0,2.0,0.0,0.06079292297363281
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05998682975769043
97.0,0.0,4.0,0.0,2.0,2.0,0.0,0.12114691734313965
99.0,0.0,2.0,1.0,0.0,1.0,0.0,0.06003594398498535
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05998492240905762
99.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0589749813079834
96.0,0.0,5.0,0.0,3.0,1.0,1.0,0.15337705612182617
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.06101107597351074
97.0,0.0,4.0,0.0,2.0,2.0,0.0,0.11922597885131836
97.0,0.0,4.0,0.0,2.0,0.0,2.0,0.12552118301391602
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.06349992752075195
99.0,0.0,2.0,0.0,0.0,2.0,0.0,0.06362605094909668
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.06479907035827637
93.0,0.0,8.0,0.0,3.0,5.0,0.0,0.2577672004699707
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.06337475776672363
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0704350471496582
99.0,0.0,2.0,0.0,0.0,0.0,2.0,0.08825278282165527
99.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0754239559173584
99.0,0.0,2.0,1.0,0.0,0.0,1.0,0.06187701225280762
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.06214189529418945
99.0,0.0,2.0,0.0,2.0,0.0,0.0,0.06289792060852051
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.06462693214416504
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.061074018478393555
98.0,0.0,3.0,0.0,3.0,0.0,0.0,0.09591817855834961
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.061311960220336914
99.0,0.0,2.0,1.0,1.0,0.0,0.0,0.05939197540283203
98.0,0.0,3.0,1.0,1.0,0.0,1.0,0.08993887901306152
99.0,0.0,2.0,1.0,0.0,1.0,0.0,0.05913209915161133
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0604548454284668
95.0,0.0,6.0,0.0,3.0,1.0,2.0,0.18318796157836914
82.0,0.0,19.0,4.0,4.0,8.0,3.0,0.5700902938842773
64.0,3.0,10.0,0.0,5.0,3.0,2.0,0.301530122756958
99.0,0.0,2.0,1.0,0.0,1.0,0.0,0.058980703353881836
98.0,0.0,3.0,0.0,0.0,2.0,1.0,0.09074997901916504
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.06061887741088867
99.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0598447322845459
99.0,0.0,2.0,1.0,0.0,1.0,0.0,0.05912303924560547
99.0,0.0,2.0,1.0,0.0,1.0,0.0,0.05960512161254883
96.0,0.0,5.0,0.0,3.0,2.0,0.0,0.15050578117370605
99.0,0.0,2.0,1.0,0.0,1.0,0.0,0.05961799621582031
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.060314178466796875
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.061324119567871094
99.0,0.0,2.0,0.0,2.0,0.0,0.0,0.05972599983215332
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.06177020072937012
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0610811710357666
96.0,0.0,5.0,1.0,1.0,2.0,1.0,0.1488478183746338
99.0,0.0,2.0,0.0,0.0,1.0,1.0,0.061248064041137695
100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.031136035919189453
99.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0619509220123291
100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.030303955078125
99.0,0.0,2.0,0.0,1.0,1.0,0.0,0.05948591232299805
99.0,0.0,2.0,0.0,1.0,0.0,1.0,0.06050300598144531
98.0,0.0,3.0,0.0,2.0,0.0,1.0,0.09126782417297363
99.0,0.0,2.0,0.0,2.0,0.0,0.0,0.05908393859863281
